Airline Name,Review Date,Type Of Traveller,Seat Type,Date Flown,Recommended,Verified,Overall_Rating,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money
Central Mountain Air,8th December 2016,Solo Leisure,Economy Class,December 2016,yes,FALSE,1,3,5,2,5,,,3
Central Mountain Air,27th June 2016,Solo Leisure,Economy Class,June 2016,no,FALSE,3,1,3,,1,,,1
Central Mountain Air,28th August 2013,,Economy Class,,yes,FALSE,8,,,,,,,4
Central Mountain Air,7th August 2011,,Economy Class,,yes,FALSE,9,,,,,,,4
Central Mountain Air,20th October 2010,,Economy Class,,yes,FALSE,8,,,,,,,4
Central Mountain Air,20th February 2010,,Economy Class,,yes,FALSE,7,,,,,,,4
China Airlines,12th July 2023,Family Leisure,Economy Class,July 2023,no,FALSE,1,2,2,1,1,1,,1
China Airlines,3rd July 2023,Family Leisure,Economy Class,June 2023,no,TRUE,1,1,1,2,3,1,2,1
China Airlines,1st June 2023,Solo Leisure,Economy Class,May 2023,yes,TRUE,1,3,5,4,5,4,,5
China Airlines,28th May 2023,Couple Leisure,Business Class,May 2023,yes,TRUE,7,4,5,4,1,3,1,4
China Airlines,16th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,2,2,2,2,1,2,,2
China Airlines,15th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,2,2,3,2,1,2,1,2
China Airlines,25th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,2,3,2,1,1,,2
China Airlines,18th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,3,2,,1,,,2
China Airlines,17th April 2023,Family Leisure,Economy Class,April 2023,yes,TRUE,8,3,4,4,4,4,,4
China Airlines,17th April 2023,Solo Leisure,Business Class,April 2023,no,TRUE,1,1,3,3,3,1,1,1
China Airlines,12th April 2023,Couple Leisure,Economy Class,March 2023,yes,TRUE,1,5,5,4,4,5,4,5
China Airlines,10th April 2023,Solo Leisure,Economy Class,April 2023,yes,TRUE,5,4,3,4,5,3,,4
China Airlines,31st March 2023,Solo Leisure,Economy Class,March 2023,no,FALSE,2,3,2,2,1,3,2,2
China Airlines,23rd March 2023,Solo Leisure,Economy Class,March 2023,yes,FALSE,8,5,5,3,4,3,2,4
China Airlines,12th March 2023,Family Leisure,Economy Class,March 2023,no,TRUE,1,3,1,1,1,1,1,1
China Airlines,6th March 2023,Solo Leisure,Business Class,March 2023,yes,FALSE,8,5,5,5,4,3,,4
China Airlines,27th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,2,2,3,1,1,2,1,3
China Airlines,9th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,,,,1,,,1
China Airlines,25th January 2023,Solo Leisure,Business Class,January 2023,yes,TRUE,9,5,5,5,4,4,4,5
China Airlines,8th January 2023,Business,Business Class,January 2023,yes,TRUE,9,4,5,5,5,4,5,5
China Airlines,19th December 2022,Couple Leisure,Economy Class,December 2022,no,TRUE,3,1,2,2,2,3,1,2
China Airlines,12th December 2022,Solo Leisure,Economy Class,November 2022,yes,TRUE,9,5,5,5,4,4,,5
China Airlines,9th December 2022,Family Leisure,Premium Economy,November 2022,yes,TRUE,1,5,5,4,5,,,5
China Airlines,7th October 2022,Solo Leisure,Economy Class,October 2022,yes,TRUE,8,4,4,4,4,,,4
China Airlines,27th September 2022,Solo Leisure,Economy Class,September 2022,yes,TRUE,8,4,4,4,5,4,5,4
China Airlines,5th April 2020,Business,Premium Economy,February 2020,no,TRUE,1,1,1,1,1,1,,1
China Airlines,23rd March 2020,Family Leisure,First Class,March 2020,yes,TRUE,1,4,5,5,5,5,,5
China Airlines,17th March 2020,Family Leisure,Economy Class,February 2020,no,TRUE,1,3,1,1,2,1,3,3
China Airlines,11th March 2020,Family Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
China Airlines,18th February 2020,Solo Leisure,Economy Class,February 2020,yes,TRUE,8,4,5,5,4,5,,5
China Airlines,18th February 2020,Solo Leisure,Economy Class,January 2020,yes,TRUE,9,4,4,5,5,5,,5
China Airlines,12th February 2020,Solo Leisure,Economy Class,April 2019,yes,TRUE,7,3,5,3,4,3,3,4
China Airlines,7th February 2020,Family Leisure,Economy Class,January 2020,yes,TRUE,9,5,5,5,4,,,4
China Airlines,28th January 2020,Couple Leisure,Economy Class,January 2020,yes,TRUE,9,4,5,5,4,5,,4
China Airlines,8th January 2020,Solo Leisure,Economy Class,December 2019,no,FALSE,5,3,3,4,1,4,,4
China Airlines,21st December 2019,Solo Leisure,Economy Class,December 2019,yes,TRUE,6,3,4,4,4,1,,5
China Airlines,17th December 2019,Solo Leisure,Economy Class,December 2019,no,TRUE,1,1,1,1,1,1,1,1
China Airlines,3rd December 2019,Family Leisure,Economy Class,November 2019,yes,TRUE,7,5,2,5,4,5,5,4
China Airlines,3rd December 2019,Couple Leisure,Economy Class,November 2019,yes,TRUE,9,4,4,3,5,3,,4
China Airlines,19th November 2019,Solo Leisure,Business Class,November 2019,yes,TRUE,1,5,5,4,5,5,3,5
China Airlines,14th November 2019,Solo Leisure,Economy Class,November 2019,no,TRUE,3,1,5,2,3,1,1,3
China Airlines,31st October 2019,Solo Leisure,Economy Class,October 2019,yes,TRUE,1,5,5,5,4,5,,3
China Airlines,30th October 2019,Couple Leisure,Economy Class,October 2019,yes,FALSE,6,4,3,1,5,5,5,5
China Airlines,16th October 2019,Business,Economy Class,October 2019,yes,TRUE,6,4,3,3,3,4,,4
China Airlines,10th October 2019,Couple Leisure,Economy Class,October 2019,no,TRUE,2,4,4,4,1,4,,3
China Airlines,3rd October 2019,Solo Leisure,Economy Class,October 2019,yes,TRUE,9,4,5,5,5,4,,5
China Airlines,8th September 2019,Family Leisure,Premium Economy,September 2019,no,FALSE,3,3,2,3,3,4,4,2
China Airlines,26th August 2019,Solo Leisure,Economy Class,August 2019,yes,TRUE,8,5,5,5,4,3,,4
China Airlines,24th August 2019,Family Leisure,Economy Class,September 2018,yes,TRUE,7,2,4,3,3,4,2,4
China Airlines,19th August 2019,Family Leisure,Economy Class,August 2019,no,TRUE,1,1,1,,1,,,1
China Airlines,19th August 2019,Solo Leisure,Business Class,August 2019,yes,TRUE,9,5,5,5,5,3,,5
China Airlines,15th August 2019,Couple Leisure,Premium Economy,August 2019,no,TRUE,1,,,,,,,1
China Airlines,15th August 2019,Couple Leisure,Economy Class,August 2019,yes,TRUE,9,5,4,3,5,4,4,5
China Airlines,8th August 2019,Solo Leisure,Economy Class,August 2019,yes,TRUE,9,4,5,4,5,5,5,5
China Airlines,2nd August 2019,Couple Leisure,Economy Class,July 2019,yes,TRUE,7,4,3,3,3,3,,4
China Airlines,2nd August 2019,Couple Leisure,Economy Class,July 2019,yes,TRUE,6,3,3,3,3,2,,3
China Airlines,29th July 2019,Solo Leisure,Economy Class,July 2019,no,TRUE,5,3,4,2,1,5,,2
China Airlines,26th July 2019,Business,Business Class,July 2019,no,FALSE,6,4,4,3,3,3,2,3
China Airlines,24th July 2019,Solo Leisure,Economy Class,July 2019,yes,TRUE,1,4,5,5,4,3,,5
China Airlines,7th July 2019,Solo Leisure,Business Class,July 2019,yes,TRUE,7,4,4,4,5,,,5
China Airlines,3rd July 2019,Solo Leisure,Business Class,June 2019,yes,TRUE,9,5,5,5,5,4,,4
China Airlines,31st May 2019,Couple Leisure,Economy Class,January 2019,no,TRUE,2,1,1,3,1,3,,2
China Airlines,30th May 2019,Solo Leisure,Economy Class,May 2019,yes,TRUE,1,5,5,5,5,,,5
China Airlines,29th May 2019,Family Leisure,Economy Class,April 2019,yes,TRUE,1,5,5,5,5,5,,5
China Airlines,8th May 2019,Solo Leisure,Economy Class,May 2019,no,FALSE,1,3,3,3,1,3,2,1
China Airlines,8th May 2019,Solo Leisure,Business Class,May 2019,yes,TRUE,8,5,4,4,4,4,,5
China Airlines,7th May 2019,Solo Leisure,Business Class,May 2019,yes,TRUE,8,5,5,4,4,4,4,5
China Airlines,27th April 2019,Family Leisure,Economy Class,April 2019,no,TRUE,1,3,3,2,1,,,1
China Airlines,1st April 2019,Business,Business Class,March 2019,yes,TRUE,8,5,4,4,4,3,4,4
China Airlines,27th February 2019,Family Leisure,Business Class,February 2019,no,TRUE,1,,,,,,,1
China Airlines,12th February 2019,Solo Leisure,Economy Class,January 2019,no,TRUE,1,3,3,3,1,3,3,1
China Airlines,1st February 2019,Solo Leisure,Economy Class,August 2018,yes,TRUE,7,4,4,5,3,5,3,4
China Airlines,9th January 2019,Business,Business Class,January 2019,no,TRUE,1,3,1,,1,,,2
China Airlines,9th January 2019,Business,Business Class,January 2019,yes,FALSE,6,4,4,2,2,2,1,4
China Airlines,8th January 2019,Couple Leisure,Business Class,January 2019,yes,TRUE,9,4,5,4,4,5,4,5
China Airlines,8th January 2019,Solo Leisure,Business Class,October 2018,yes,TRUE,1,5,5,5,5,5,5,5
China Airlines,6th January 2019,Couple Leisure,Economy Class,January 2019,yes,TRUE,9,4,4,4,4,5,,5
China Airlines,3rd January 2019,Couple Leisure,Business Class,December 2018,no,TRUE,3,3,4,4,1,2,,4
China Airlines,27th December 2018,Couple Leisure,Economy Class,December 2018,yes,TRUE,3,4,4,4,2,3,,4
China Airlines,23rd December 2018,Family Leisure,Economy Class,December 2018,yes,TRUE,9,5,5,4,5,5,,5
China Airlines,13th December 2018,Couple Leisure,Business Class,December 2018,yes,TRUE,9,5,5,5,4,,2,5
China Airlines,8th December 2018,Family Leisure,Economy Class,December 2018,yes,TRUE,9,4,5,4,5,4,,5
China Airlines,8th December 2018,Business,Business Class,August 2018,no,TRUE,6,4,4,3,2,4,,3
China Airlines,29th November 2018,Couple Leisure,Economy Class,November 2018,no,TRUE,1,1,1,1,1,1,1,1
China Airlines,26th October 2018,Business,Economy Class,October 2018,no,TRUE,1,4,4,3,1,3,,2
China Airlines,25th October 2018,Solo Leisure,Economy Class,October 2018,no,TRUE,1,2,2,1,2,1,,2
China Airlines,21st October 2018,Solo Leisure,Economy Class,October 2018,no,FALSE,2,1,2,1,2,1,,2
China Airlines,11th October 2018,Solo Leisure,Premium Economy,September 2018,no,TRUE,1,2,2,1,2,1,,3
China Airlines,10th October 2018,Couple Leisure,Economy Class,October 2018,no,TRUE,1,3,3,3,1,3,3,3
China Airlines,29th September 2018,Solo Leisure,Economy Class,August 2018,yes,TRUE,8,4,5,4,3,5,,5
China Airlines,25th September 2018,Family Leisure,Economy Class,September 2018,no,TRUE,3,3,3,3,2,2,,1
China Airlines,31st August 2018,Solo Leisure,Business Class,August 2018,yes,FALSE,8,4,3,2,4,,,5
China Airlines,25th August 2018,Couple Leisure,Economy Class,August 2018,yes,TRUE,9,5,5,4,4,4,4,4
China Airlines,22nd August 2018,Business,Business Class,August 2018,no,TRUE,2,2,2,1,1,1,1,1
China Airlines,9th August 2018,Solo Leisure,Economy Class,August 2018,no,TRUE,2,3,3,2,1,3,,4
China Airlines,31st July 2018,Couple Leisure,Economy Class,July 2018,yes,TRUE,8,4,4,4,4,5,,4
China Airlines,29th July 2018,Couple Leisure,Premium Economy,July 2018,yes,FALSE,6,5,3,3,5,4,,4
China Airlines,23rd July 2018,Solo Leisure,Premium Economy,July 2018,yes,TRUE,9,4,5,3,5,4,,5
China Airlines,20th July 2018,Family Leisure,Economy Class,July 2018,yes,TRUE,8,3,4,3,4,,,4
China Airlines,20th July 2018,Solo Leisure,Economy Class,July 2018,no,TRUE,1,1,1,,1,,,1
China Eastern Airlines,23rd July 2023,Couple Leisure,Economy Class,July 2023,no,TRUE,1,1,1,1,2,1,1,3
China Eastern Airlines,5th May 2023,Business,Economy Class,April 2023,yes,FALSE,8,5,4,4,3,3,,5
China Eastern Airlines,23rd March 2023,Solo Leisure,Economy Class,March 2023,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,28th August 2022,Business,Economy Class,August 2022,no,FALSE,1,,,,1,,,1
China Eastern Airlines,1st April 2021,Family Leisure,Economy Class,October 2020,no,FALSE,1,1,1,1,1,1,,1
China Eastern Airlines,27th February 2021,Solo Leisure,Economy Class,December 2020,yes,TRUE,7,4,4,2,1,2,,5
China Eastern Airlines,5th February 2021,Solo Leisure,Economy Class,August 2020,yes,TRUE,8,4,5,4,5,4,1,5
China Eastern Airlines,5th May 2020,Solo Leisure,Business Class,December 2019,yes,TRUE,7,5,5,3,5,3,,5
China Eastern Airlines,6th March 2020,Solo Leisure,Business Class,July 2019,yes,TRUE,6,3,3,3,4,4,,4
China Eastern Airlines,5th March 2020,Solo Leisure,Business Class,July 2019,yes,TRUE,7,3,5,4,4,3,,5
China Eastern Airlines,23rd February 2020,Family Leisure,Economy Class,February 2020,no,FALSE,3,1,2,1,3,1,1,3
China Eastern Airlines,26th January 2020,Solo Leisure,Business Class,January 2020,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,23rd January 2020,Solo Leisure,Economy Class,December 2019,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,22nd January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,1,1,1,2,1,1,1
China Eastern Airlines,14th January 2020,Solo Leisure,Business Class,January 2020,no,TRUE,1,2,3,1,1,1,,2
China Eastern Airlines,7th January 2020,Couple Leisure,Economy Class,January 2020,no,TRUE,2,3,2,3,1,2,,2
China Eastern Airlines,7th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,3,2,1,1,2,,3
China Eastern Airlines,4th January 2020,Solo Leisure,Economy Class,January 2020,yes,TRUE,7,4,4,3,5,3,,5
China Eastern Airlines,31st December 2019,Couple Leisure,Business Class,December 2019,yes,TRUE,7,4,4,4,4,4,,5
China Eastern Airlines,27th December 2019,Solo Leisure,Economy Class,December 2019,no,TRUE,1,3,4,2,1,2,,2
China Eastern Airlines,19th December 2019,Couple Leisure,Economy Class,December 2019,no,TRUE,1,1,1,1,1,1,,1
China Eastern Airlines,19th December 2019,Solo Leisure,Economy Class,December 2019,yes,TRUE,8,3,5,3,5,3,,5
China Eastern Airlines,14th December 2019,Couple Leisure,Business Class,December 2019,yes,FALSE,8,5,5,5,4,2,2,5
China Eastern Airlines,6th December 2019,Solo Leisure,Economy Class,December 2019,no,FALSE,2,2,1,1,1,1,,1
China Eastern Airlines,2nd December 2019,Couple Leisure,Economy Class,November 2019,no,FALSE,1,1,1,3,1,3,,4
China Eastern Airlines,1st December 2019,Couple Leisure,Economy Class,November 2019,no,FALSE,1,1,1,,1,,,1
China Eastern Airlines,1st December 2019,Solo Leisure,Business Class,November 2019,yes,TRUE,8,5,5,4,3,4,,4
China Eastern Airlines,25th November 2019,Solo Leisure,Economy Class,November 2019,no,TRUE,1,3,3,3,1,3,3,1
China Eastern Airlines,24th November 2019,Couple Leisure,Economy Class,November 2019,yes,TRUE,1,5,5,5,5,5,,5
China Eastern Airlines,17th November 2019,Solo Leisure,Economy Class,November 2019,no,TRUE,1,1,1,1,1,1,1,1
China Eastern Airlines,5th November 2019,Solo Leisure,Business Class,November 2019,yes,TRUE,1,5,5,,5,,,5
China Eastern Airlines,3rd November 2019,Family Leisure,Economy Class,November 2019,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,26th October 2019,Couple Leisure,Business Class,October 2019,yes,TRUE,8,4,4,4,3,3,1,4
China Eastern Airlines,23rd October 2019,Couple Leisure,Economy Class,October 2019,no,FALSE,1,2,1,1,1,1,1,1
China Eastern Airlines,26th September 2019,Business,Business Class,September 2019,yes,TRUE,8,5,5,5,4,2,,4
China Eastern Airlines,9th September 2019,Solo Leisure,Economy Class,September 2019,no,TRUE,2,1,1,1,1,2,2,2
China Eastern Airlines,7th September 2019,Solo Leisure,Economy Class,September 2019,no,TRUE,1,1,1,,1,,,1
China Eastern Airlines,5th September 2019,Family Leisure,Economy Class,August 2019,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,3rd September 2019,Solo Leisure,Economy Class,August 2019,no,TRUE,4,2,3,1,3,,,3
China Eastern Airlines,18th August 2019,Solo Leisure,Economy Class,May 2019,no,FALSE,4,4,2,1,3,1,1,2
China Eastern Airlines,16th August 2019,Family Leisure,Economy Class,August 2019,yes,TRUE,8,5,5,3,5,3,,5
China Eastern Airlines,7th August 2019,Couple Leisure,Economy Class,August 2019,no,FALSE,1,1,1,1,1,,1,1
China Eastern Airlines,24th July 2019,Couple Leisure,Economy Class,July 2019,yes,TRUE,8,4,2,4,3,4,4,5
China Eastern Airlines,18th July 2019,Couple Leisure,Economy Class,December 2018,no,TRUE,1,3,3,3,1,2,,2
China Eastern Airlines,11th July 2019,Family Leisure,Economy Class,July 2019,no,TRUE,3,3,3,2,1,3,,1
China Eastern Airlines,30th June 2019,Couple Leisure,Economy Class,June 2019,no,TRUE,1,2,1,1,1,3,1,1
China Eastern Airlines,26th May 2019,Couple Leisure,Economy Class,May 2019,yes,TRUE,6,4,2,2,3,2,,5
China Eastern Airlines,24th May 2019,Solo Leisure,Business Class,January 2019,no,TRUE,1,1,1,1,1,1,1,1
China Eastern Airlines,24th May 2019,Business,Business Class,May 2019,no,TRUE,5,3,4,3,1,3,1,3
China Eastern Airlines,22nd May 2019,Couple Leisure,Economy Class,May 2019,no,TRUE,2,1,1,1,1,1,1,1
China Eastern Airlines,22nd May 2019,Solo Leisure,Economy Class,May 2019,yes,TRUE,7,4,4,3,4,3,1,5
China Eastern Airlines,18th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,3,5,1,1,2,2,,2
China Eastern Airlines,16th May 2019,Business,Business Class,April 2019,no,TRUE,8,4,5,4,5,2,,3
China Eastern Airlines,14th May 2019,Business,Economy Class,April 2019,yes,TRUE,7,4,4,3,4,3,,4
China Eastern Airlines,7th May 2019,Solo Leisure,Business Class,May 2019,yes,TRUE,7,4,5,5,3,1,,4
China Eastern Airlines,4th May 2019,Solo Leisure,Economy Class,May 2019,no,TRUE,1,1,1,1,1,1,1,1
China Eastern Airlines,2nd May 2019,Couple Leisure,Economy Class,April 2019,yes,FALSE,8,5,4,4,3,4,,4
China Eastern Airlines,30th April 2019,Family Leisure,Economy Class,April 2019,no,TRUE,4,4,3,3,2,2,,3
China Eastern Airlines,23rd April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,2,1,2,1,1,3,3,2
China Eastern Airlines,22nd April 2019,Couple Leisure,Business Class,February 2019,yes,TRUE,9,5,5,4,5,4,,5
China Eastern Airlines,20th April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,1,,,,1,,,1
China Eastern Airlines,20th April 2019,Solo Leisure,Economy Class,April 2019,no,FALSE,1,3,2,3,1,3,2,2
China Eastern Airlines,7th April 2019,Family Leisure,Economy Class,April 2019,no,FALSE,1,3,2,1,1,,,1
China Eastern Airlines,4th April 2019,Couple Leisure,Economy Class,April 2019,no,TRUE,2,4,4,4,1,,,1
China Eastern Airlines,25th March 2019,Couple Leisure,Economy Class,March 2019,no,FALSE,2,2,1,1,1,1,1,1
China Eastern Airlines,23rd March 2019,Solo Leisure,Economy Class,March 2019,no,FALSE,1,2,1,1,1,1,1,2
China Eastern Airlines,23rd March 2019,Solo Leisure,Economy Class,March 2019,no,TRUE,1,2,2,1,1,2,,1
China Eastern Airlines,21st March 2019,Solo Leisure,Economy Class,March 2019,yes,TRUE,9,4,4,4,4,4,4,5
China Eastern Airlines,19th March 2019,Solo Leisure,Economy Class,March 2019,no,TRUE,3,3,3,3,4,3,,2
China Eastern Airlines,14th March 2019,Couple Leisure,Business Class,February 2019,no,TRUE,1,3,1,2,1,2,1,1
China Eastern Airlines,1st March 2019,Solo Leisure,Economy Class,February 2019,no,TRUE,1,1,1,,1,,,1
China Eastern Airlines,20th February 2019,Solo Leisure,Economy Class,January 2019,no,TRUE,1,1,1,1,1,1,1,1
China Eastern Airlines,14th February 2019,Solo Leisure,Economy Class,February 2019,no,FALSE,5,2,2,2,3,2,1,3
China Eastern Airlines,12th February 2019,Family Leisure,Economy Class,January 2019,yes,TRUE,8,4,5,4,3,4,,5
China Eastern Airlines,8th February 2019,Business,Economy Class,February 2019,no,TRUE,1,4,1,1,1,1,1,1
China Eastern Airlines,3rd February 2019,Family Leisure,Economy Class,December 2018,yes,TRUE,7,3,3,3,2,3,1,4
China Eastern Airlines,30th January 2019,Business,Economy Class,January 2019,no,TRUE,2,1,1,1,1,4,2,1
China Eastern Airlines,27th January 2019,Solo Leisure,Economy Class,January 2019,no,FALSE,1,1,1,1,1,3,,1
China Eastern Airlines,18th January 2019,Family Leisure,Economy Class,January 2019,no,TRUE,1,1,1,1,1,1,,1
China Eastern Airlines,16th January 2019,Solo Leisure,Economy Class,January 2019,no,TRUE,1,1,1,1,1,1,1,1
China Eastern Airlines,4th January 2019,Couple Leisure,Economy Class,December 2018,yes,TRUE,6,4,5,2,3,2,1,4
China Eastern Airlines,14th December 2018,Solo Leisure,Business Class,November 2018,yes,TRUE,7,4,4,4,4,2,,5
China Eastern Airlines,13th December 2018,Family Leisure,Economy Class,July 2018,no,TRUE,2,,,,1,,,1
China Eastern Airlines,11th December 2018,Solo Leisure,Economy Class,December 2018,no,FALSE,1,1,1,,1,,,2
China Eastern Airlines,30th November 2018,Business,Economy Class,November 2018,no,TRUE,2,2,2,1,2,1,1,2
China Eastern Airlines,28th November 2018,Solo Leisure,Business Class,September 2018,yes,TRUE,9,5,5,5,5,,,5
China Eastern Airlines,28th November 2018,Solo Leisure,Business Class,August 2018,yes,TRUE,8,4,5,3,5,,,5
China Eastern Airlines,20th November 2018,Family Leisure,Economy Class,November 2018,yes,TRUE,8,5,5,5,5,5,,5
China Eastern Airlines,14th November 2018,Family Leisure,Economy Class,November 2018,yes,TRUE,8,4,5,5,5,4,2,5
China Eastern Airlines,12th November 2018,Business,Business Class,November 2018,yes,TRUE,9,5,5,5,5,,,5
China Eastern Airlines,6th November 2018,Solo Leisure,Business Class,October 2018,yes,TRUE,8,3,3,3,3,3,,5
China Eastern Airlines,28th October 2018,Solo Leisure,Economy Class,October 2018,yes,FALSE,7,3,3,3,3,,,4
China Eastern Airlines,22nd October 2018,Couple Leisure,Economy Class,October 2018,no,TRUE,2,2,4,3,2,3,2,5
China Eastern Airlines,16th October 2018,Solo Leisure,Economy Class,October 2018,no,TRUE,1,1,1,1,1,,,1
China Eastern Airlines,4th October 2018,Solo Leisure,Economy Class,September 2018,no,FALSE,1,1,1,1,1,1,1,1
China Eastern Airlines,3rd October 2018,Solo Leisure,Economy Class,August 2018,no,TRUE,4,2,2,2,2,2,1,3
China Eastern Airlines,27th September 2018,Solo Leisure,Economy Class,September 2018,yes,TRUE,8,5,5,3,5,3,,5
China Eastern Airlines,24th September 2018,Business,Economy Class,September 2018,yes,TRUE,7,4,4,3,4,2,,4
China Eastern Airlines,20th September 2018,Solo Leisure,Economy Class,August 2018,no,TRUE,1,3,1,2,1,3,1,4
China Eastern Airlines,15th September 2018,Solo Leisure,Economy Class,September 2018,no,TRUE,1,1,3,1,1,1,,1
China Southern Airlines,25th July 2023,Solo Leisure,Economy Class,July 2023,yes,TRUE,1,5,5,5,5,5,,5
China Southern Airlines,21st July 2023,Couple Leisure,Economy Class,July 2023,no,FALSE,1,4,5,2,1,5,1,3
China Southern Airlines,15th July 2023,Solo Leisure,Economy Class,July 2023,yes,TRUE,1,4,4,4,5,4,4,4
China Southern Airlines,14th July 2023,Family Leisure,Economy Class,June 2023,yes,TRUE,1,5,4,4,5,5,4,5
China Southern Airlines,8th July 2023,Solo Leisure,Business Class,July 2023,yes,TRUE,7,4,5,5,5,3,1,3
China Southern Airlines,28th June 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,9,4,5,4,5,4,,5
China Southern Airlines,20th June 2023,Couple Leisure,Economy Class,June 2023,yes,TRUE,1,4,5,5,5,4,4,5
China Southern Airlines,12th June 2023,Family Leisure,Economy Class,June 2023,yes,TRUE,9,5,5,4,5,4,,5
China Southern Airlines,20th May 2023,Couple Leisure,Economy Class,May 2023,yes,TRUE,8,4,4,3,5,3,,5
China Southern Airlines,9th May 2023,Couple Leisure,Economy Class,May 2023,yes,TRUE,1,4,4,5,5,5,5,5
