,Airline Name,Overall_Rating,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
3501,AirAsia Zest,1,21st August 2015,FALSE,,Solo Leisure,Economy Class,Puerto Princesa to Manila,August 2015,5,5,,5,,,5,yes
3502,AirAsia Zest,1,19th August 2015,FALSE,A320,Solo Leisure,Economy Class,KUL to CRK,August 2015,2,1,2,1,,,2,no
3503,AirAsia Zest,2,29th July 2014,FALSE,,,Economy Class,,,1,1,0,,0,,2,no
3504,AirAsia Zest,2,16th April 2014,FALSE,,,Economy Class,,,2,2,1,,0,,3,no
3505,AirAsia Zest,7,4th August 2013,FALSE,,,Economy Class,,,3,3,0,,0,,3,yes
3506,AirAsia Zest,1,1st August 2013,FALSE,,,Economy Class,,,4,1,1,,0,,1,no
3507,AirAsia Zest,1,8th July 2013,FALSE,,,Economy Class,,,3,3,0,,0,,3,no
3508,AirAsia Zest,n,3rd July 2013,FALSE,,,Economy Class,,,4,1,1,,1,,5,no
3509,AirAsia Zest,n,24th June 2013,FALSE,,,Economy Class,,,1,1,1,,1,,1,no
3510,AirAsia Zest,2,19th June 2013,FALSE,,,Economy Class,,,3,3,0,,0,,3,no
3511,AirAsia Zest,5,22nd May 2013,FALSE,,,Economy Class,,,4,4,0,,0,,3,no
3512,AirAsia Zest,1,9th March 2013,FALSE,,,Economy Class,,,3,2,0,,0,,3,no
3513,AirAsia Zest,8,8th March 2013,FALSE,,,Economy Class,,,5,5,0,,3,,5,yes
3514,AirAsia Zest,7,21st April 2012,FALSE,,,Economy Class,,,,,,,,,4,yes
3515,AirAsia Zest,5,5th December 2011,FALSE,,,Economy Class,,,,,,,,,1,no
3516,AirAsia Zest,n,1st September 2011,FALSE,,,Economy Class,,,,,,,,,1,no
3517,AirAsia Zest,1,31st July 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
3518,AirAsia Zest,1,27th July 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
3519,AirAsia Zest,9,10th July 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
3520,AirAsia Zest,n,30th May 2011,FALSE,,,Economy Class,,,,,,,,,1,no
3521,AirAsia Zest,8,25th April 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
3522,AirAsia Zest,5,6th April 2011,FALSE,,,Economy Class,,,,,,,,,4,no
3523,AirAsia Zest,7,6th March 2011,FALSE,,,Economy Class,,,,,,,,,4,yes
3524,AirAsia Zest,2,20th January 2011,FALSE,,,Economy Class,,,,,,,,,4,no
3525,AirAsia Zest,8,6th April 2010,FALSE,,,Economy Class,,,,,,,,,4,yes
3526,AirAsia Zest,8,31st May 2009,FALSE,,,Economy Class,,,,,,,,,4,yes
3527,AirAsia Zest,9,13th April 2009,FALSE,,,Economy Class,,,,,,,,,4,yes
3528,airBaltic,1,14th June 2023,TRUE,,Couple Leisure,Economy Class,Naples to Bergen via Riga,June 2023,1,1,1,1,1,1,1,no
3529,airBaltic,1,23rd May 2023,TRUE,,Solo Leisure,Economy Class,Helsinki to Berlin via Riga,May 2023,4,3,5,5,5,,5,yes
3530,airBaltic,2,21st May 2023,FALSE,,Couple Leisure,Economy Class,Riga to Munich,May 2023,1,1,2,1,,,1,no
3531,airBaltic,1,6th May 2023,TRUE,,Solo Leisure,Economy Class,Berlin to Riga,April 2023,1,1,2,1,,,1,yes
3532,airBaltic,1,1st April 2023,FALSE,A220,Business,Economy Class,Tallinn to Dubai via Riga,April 2023,1,1,1,1,1,,1,no
3533,airBaltic,3,5th January 2023,TRUE,,Family Leisure,Economy Class,Tallinn to Tenerife via Riga,January 2023,1,1,1,5,,,3,no
3534,airBaltic,2,8th December 2022,TRUE,,Business,Business Class,Tallinn to Vilnius,December 2022,,,,1,,,1,no
3535,airBaltic,8,4th November 2022,TRUE,A220-300,Family Leisure,Economy Class,Dubai to Stockholm via Riga,November 2022,3,5,4,4,,,5,yes
3536,airBaltic,9,2nd November 2022,TRUE,,Business,Economy Class,Stockholm to Riga,October 2022,5,5,,5,,,4,yes
3537,airBaltic,1,2nd November 2022,FALSE,,Solo Leisure,Economy Class,,September 2022,,,,,,,1,no
3538,airBaltic,7,14th October 2022,TRUE,A220,Family Leisure,Economy Class,Vilnius to Dusseldorf via Riga,October 2022,5,3,,4,,,4,yes
3539,airBaltic,4,21st August 2022,FALSE,,Solo Leisure,Economy Class,Paris to Riga,August 2022,3,3,1,4,,,2,no
3540,airBaltic,3,23rd July 2022,FALSE,,Solo Leisure,Economy Class,Gatwick to Moscow Sheremetyevo via Riga,August 2021,2,1,,2,,,2,no
3541,airBaltic,1,8th July 2022,FALSE,A319 / F100,Couple Leisure,Economy Class,Nice to Vilnius via Riga,July 2022,1,1,,2,,,1,no
3542,airBaltic,2,14th December 2021,TRUE,,Couple Leisure,Economy Class,Larnaca to Helsinki via Riga,December 2021,3,1,3,1,2,,4,no
3543,airBaltic,5,27th November 2021,TRUE,,Family Leisure,Economy Class,Amsterdam to Riga,November 2021,3,3,,3,,,2,yes
3544,airBaltic,7,12th September 2021,TRUE,A220,Solo Leisure,Economy Class,Riga to Paris,September 2021,4,3,,3,,1,3,yes
3545,airBaltic,7,31st August 2021,TRUE,A220,Solo Leisure,Economy Class,Kyiv to Paris CDG via Vilnius,August 2021,5,5,,3,,1,3,yes
3546,airBaltic,1,4th August 2021,TRUE,,Family Leisure,Economy Class,Gatwick to Tallinn,August 2021,3,3,3,3,,,2,no
3547,airBaltic,8,22nd March 2021,FALSE,A220-300,Family Leisure,Economy Class,Tallinn to Malaga,December 2020,4,4,5,4,,,5,yes
3548,airBaltic,4,5th February 2021,TRUE,,Solo Leisure,Economy Class,Berlin to Riga,February 2021,2,4,2,4,,,2,no
3549,airBaltic,1,6th January 2021,FALSE,A220,Business,Business Class,Stockholm to London,February 2020,5,5,5,5,3,5,5,yes
3550,airBaltic,1,4th August 2020,TRUE,A220-300,Solo Leisure,Economy Class,Tallin to Riga,July 2020,5,5,5,4,,,5,yes
3551,airBaltic,1,5th July 2020,TRUE,,Couple Leisure,Economy Class,London to Riga,June 2020,,,,,,,1,no
3552,airBaltic,1,24th June 2020,TRUE,,Family Leisure,Economy Class,Reykjavik to Riga,June 2020,,,,,,,1,no
3553,airBaltic,1,17th May 2020,TRUE,,Business,Economy Class,Warsaw to Almaty via Riga,June 2020,,,,,,,1,no
3554,airBaltic,1,11th March 2020,FALSE,,Solo Leisure,Economy Class,Nice to Riga via Tallinn,February 2020,1,1,1,1,1,1,1,no
3555,airBaltic,8,10th March 2020,TRUE,Dash8 / A220,Couple Leisure,Economy Class,Palanga to Saint Petersburg via Riga,February 2020,5,5,,5,,,4,yes
3556,airBaltic,2,10th March 2020,TRUE,,Business,Economy Class,Riga to Berlin,March 2020,3,3,1,1,1,1,1,no
3557,airBaltic,1,5th March 2020,TRUE,,Business,Economy Class,Riga to Zurich,March 2020,1,1,1,1,1,1,1,no
3558,airBaltic,4,29th February 2020,TRUE,,Solo Leisure,Economy Class,St-Petersburg to Brussels via Riga,February 2020,2,3,,1,,,1,no
3559,airBaltic,1,14th February 2020,TRUE,,Solo Leisure,Economy Class,Riga to Paris,February 2020,3,4,,1,,,1,no
3560,airBaltic,1,22nd January 2020,TRUE,A220-300,Solo Leisure,Economy Class,VNO to TXL,January 2020,5,5,,5,,,5,yes
3561,airBaltic,8,31st December 2019,TRUE,,Solo Leisure,Economy Class,Berlin to Tallinn,December 2019,5,5,4,4,,,5,yes
3562,airBaltic,1,26th December 2019,TRUE,,Solo Leisure,Economy Class,Vilnius to Amsterdam,December 2019,2,2,,1,,,1,no
3563,airBaltic,3,22nd December 2019,TRUE,,Solo Leisure,Economy Class,Brussels to Riga,December 2019,2,4,4,1,2,,3,no
3564,airBaltic,1,11th December 2019,TRUE,A220,Solo Leisure,Economy Class,Helsinki to Barcelona via Riga,December 2019,3,1,,1,,,1,no
3565,airBaltic,1,28th November 2019,TRUE,,Solo Leisure,Economy Class,Vienna to Riga,October 2019,3,3,,1,,,1,no
3566,airBaltic,2,26th November 2019,TRUE,,Business,Economy Class,Riga to Oslo,November 2019,3,4,,3,,,2,no
3567,airBaltic,1,26th November 2019,TRUE,,Solo Leisure,Economy Class,Vilnius to Amsterdam,November 2019,3,3,,1,,,1,no
3568,airBaltic,1,23rd November 2019,FALSE,,Couple Leisure,Economy Class,Riga to Gatwick,November 2019,3,4,,4,,,1,no
3569,airBaltic,3,12th November 2019,TRUE,A220-300,Solo Leisure,Economy Class,Athens to Hamburg via Riga,October 2019,2,1,1,4,1,1,3,yes
3570,airBaltic,2,8th November 2019,TRUE,A220-300,Couple Leisure,Economy Class,Riga to Tbilisi,November 2019,2,2,2,3,,,2,no
3571,airBaltic,9,7th November 2019,TRUE,Q-400,Couple Leisure,Economy Class,Tallin to Riga,November 2019,3,3,,3,,,4,yes
3572,airBaltic,8,6th November 2019,TRUE,A220-300,Family Leisure,Economy Class,Gatwick to Riga,October 2019,5,4,5,3,,,4,yes
3573,airBaltic,1,5th November 2019,TRUE,,Solo Leisure,Economy Class,Stuttgart to Riga,November 2019,5,5,,1,,,1,no
3574,airBaltic,1,5th November 2019,TRUE,A220,Couple Leisure,Economy Class,Riga to Munich,November 2019,1,1,,1,,,1,no
3575,airBaltic,2,30th October 2019,TRUE,,Business,Business Class,Paris to Riga,October 2019,2,1,4,1,1,1,1,no
3576,airBaltic,2,29th October 2019,FALSE,,Solo Leisure,Economy Class,Tallinn to Milan,October 2019,1,1,1,1,1,1,1,no
3577,airBaltic,1,25th October 2019,TRUE,,Solo Leisure,Economy Class,Moscow to London via Riga,October 2019,1,1,1,1,,,1,no
3578,airBaltic,1,9th October 2019,TRUE,,Solo Leisure,Economy Class,Riga to St Petersburgh,October 2019,4,4,2,1,,,1,no
3579,airBaltic,5,3rd October 2019,FALSE,Boeing 737-300,Solo Leisure,Premium Economy,Berlin to Vilnius,September 2019,2,2,,2,,,3,no
3580,airBaltic,1,26th September 2019,TRUE,,Couple Leisure,Economy Class,Vilnius to Berlin,August 2019,1,1,1,1,1,1,2,no
3581,airBaltic,9,20th September 2019,TRUE,Boeing 737-500,Business,Economy Class,Riga to Copenhagen,September 2019,5,5,5,5,,,5,yes
3582,airBaltic,1,18th September 2019,TRUE,,Solo Leisure,Economy Class,Riga to Geneva,September 2019,2,3,,1,,,1,no
3583,airBaltic,1,17th September 2019,TRUE,Don’t know,Couple Leisure,Economy Class,Riga to Oslo,September 2019,3,3,1,1,,,1,no
3584,airBaltic,1,5th September 2019,FALSE,,Solo Leisure,Economy Class,Vilnius to Amsterdam,September 2019,3,4,1,1,1,,1,no
3585,airBaltic,1,2nd September 2019,TRUE,,Family Leisure,Economy Class,Tel Aviv to Tallinn via Riga,September 2019,3,1,1,1,1,1,1,no
3586,airBaltic,1,31st August 2019,FALSE,,Couple Leisure,Economy Class,Riga to Frankfurt,August 2019,2,1,,1,,,2,no
3587,airBaltic,1,27th August 2019,TRUE,,Couple Leisure,Economy Class,Riga to Amsterdam,August 2019,3,4,,1,,,1,no
3588,airBaltic,3,25th August 2019,TRUE,A220,Solo Leisure,Economy Class,Zurich to Riga,August 2019,2,2,1,1,1,1,1,no
3589,airBaltic,8,21st August 2019,TRUE,A220,Family Leisure,Economy Class,Riga to Athens,April 2019,4,5,5,4,,,4,yes
3590,airBaltic,9,17th August 2019,TRUE,Q400 / A220-300,Solo Leisure,Economy Class,Oslo to London via Riga,August 2019,4,4,4,3,3,,5,yes
3591,airBaltic,1,16th August 2019,TRUE,AirBaltic,Family Leisure,Economy Class,St Petersburg to Rome via Riga,July 2019,1,1,,1,,,1,no
3592,airBaltic,1,12th August 2019,TRUE,Airbus,Family Leisure,Economy Class,Riga to Reykjavik,August 2019,3,3,,1,,,1,no
3593,airBaltic,1,3rd August 2019,TRUE,,Family Leisure,Economy Class,Riga to Vilnius,August 2019,1,1,,1,,,1,no
3594,airBaltic,1,1st August 2019,TRUE,,Business,Economy Class,Tallinn to Zurich via Riga,June 2019,2,2,2,3,1,2,1,no
3595,airBaltic,1,26th July 2019,FALSE,,Family Leisure,Economy Class,Tbilisi to Oslo via Riga,July 2019,1,1,,1,,,1,no
3596,airBaltic,2,26th July 2019,FALSE,,Solo Leisure,Economy Class,Riga to Vilnius,July 2019,2,2,2,2,,,2,no
3597,airBaltic,1,15th July 2019,FALSE,,Couple Leisure,Economy Class,Riga to Frankfurt,July 2019,3,1,,3,,,4,no
3598,airBaltic,1,29th June 2019,TRUE,,Family Leisure,Economy Class,Helsinki to Prague via Riga,June 2019,3,1,2,1,1,1,1,no
3599,airBaltic,1,25th June 2019,TRUE,,Solo Leisure,Economy Class,Riga to Zurich,June 2019,1,1,1,1,1,1,1,no
3600,airBaltic,3,19th June 2019,TRUE,,Business,Economy Class,Riga to Düsseldorf,June 2019,3,3,1,1,1,1,1,no
3601,airBaltic,1,31st May 2019,TRUE,,Business,Economy Class,Riga to Bordeaux,May 2019,1,1,,1,,,1,no
3602,airBaltic,2,10th May 2019,TRUE,,Family Leisure,Economy Class,Frankfurt to Riga,May 2019,1,1,2,1,1,1,1,no
3603,airBaltic,2,11th January 2019,TRUE,,Business,Economy Class,Amsterdam to Tallinn,December 2018,3,4,1,5,,,2,no
3604,airBaltic,1,7th January 2019,TRUE,,Solo Leisure,Economy Class,Moscow to Paris via Riga,January 2019,1,1,1,1,1,1,1,no
3605,airBaltic,1,15th December 2018,TRUE,,Solo Leisure,Economy Class,Barcelona to Moscow via Riga,December 2018,2,2,,1,,,1,no
3606,airBaltic,4,11th September 2018,TRUE,Airbus,Solo Leisure,Economy Class,Gatwick to Riga,September 2018,3,1,,3,,,3,no
3607,airBaltic,8,18th August 2018,TRUE,,Family Leisure,Economy Class,Zurich to Riga,August 2018,4,4,4,4,3,,4,yes
3608,airBaltic,6,18th August 2018,TRUE,Bombardier Dash 8,Family Leisure,Economy Class,Riga to Tallinn,August 2018,3,4,2,4,2,,3,yes
3609,airBaltic,6,13th August 2018,TRUE,Dash Q8-400,Couple Leisure,Economy Class,St. Petersburg to Prague via Riga,July 2018,3,2,1,3,,,3,yes
3610,airBaltic,1,12th August 2018,TRUE,,Family Leisure,Economy Class,Gatwick to Vilnius via Riga,August 2018,2,2,3,2,1,1,3,no
3611,airBaltic,1,30th July 2018,TRUE,,Family Leisure,Economy Class,Larnaca to Copenhagen via Riga,July 2018,2,1,,1,1,1,1,no
3612,airBaltic,2,11th July 2018,TRUE,,Couple Leisure,Economy Class,Stockholm to Tallinn via Riga,July 2018,1,1,1,1,,,1,no
3613,airBaltic,1,29th June 2018,TRUE,,Solo Leisure,Economy Class,Berlin to Riga,June 2018,2,2,,1,,,1,no
3614,airBaltic,1,5th June 2018,TRUE,,Solo Leisure,Economy Class,Berlin to Tallinn,May 2018,2,1,,1,,,1,no
3615,airBaltic,1,4th June 2018,TRUE,,Solo Leisure,Economy Class,Baku to Amsterdam via Riga,May 2018,3,1,1,1,1,1,1,no
3616,airBaltic,5,29th May 2018,FALSE,CS3000,Solo Leisure,Economy Class,Berlin to Riga,May 2018,4,3,,1,,,4,no
3617,airBaltic,1,29th May 2018,TRUE,,Solo Leisure,Economy Class,Helsinki to Zurich via Riga,May 2018,1,1,1,1,,,1,no
3618,airBaltic,1,3rd April 2018,TRUE,,Family Leisure,Economy Class,Riga to Kiev,April 2018,1,1,1,2,1,1,2,no
3619,airBaltic,2,16th March 2018,TRUE,,Family Leisure,Economy Class,Paris to Riga,June 2017,3,3,3,3,,,3,no
3620,airBaltic,1,12th March 2018,TRUE,Dash 8 Q-400,Business,Economy Class,Helsinki to Hamburg via Riga,March 2018,1,2,1,1,1,1,1,no
3621,airBaltic,1,1st March 2018,TRUE,,Solo Leisure,Economy Class,Helsinki to Riga,February 2018,1,1,,1,,,1,no
3622,airBaltic,2,4th January 2018,TRUE,Bombardier CS300,Couple Leisure,Economy Class,Riga to Frankfurt,January 2018,1,1,2,1,,,2,no
3623,airBaltic,1,29th December 2017,TRUE,,Couple Leisure,Economy Class,Tbilisi to Copenhagen via Riga,December 2017,1,1,1,1,,,1,no
3624,airBaltic,2,16th December 2017,TRUE,Boing737,Solo Leisure,Economy Class,Geneva to Vilnius via Riga,December 2017,3,2,,1,,,1,no
3625,airBaltic,6,6th December 2017,TRUE,Bombardier Dash Q400 NextGen,Solo Leisure,Economy Class,Riga to Budapest,October 2017,4,1,3,4,,,4,yes
3626,airBaltic,2,5th December 2017,TRUE,,Business,Economy Class,Riga to London,December 2017,3,1,,1,,,1,no
3627,airBaltic,1,30th October 2017,FALSE,Dash 8-400 / Boeing 737-300,Couple Leisure,Economy Class,Kiev to Tallinn via Riga,October 2017,2,1,,1,,,1,no
3628,Aircalin,3,21st May 2023,FALSE,,Business,Economy Class,Sydney to Nouméa,August 2022,4,4,3,1,3,3,2,no
3629,Aircalin,1,17th May 2023,TRUE,A330-900 Neo,Solo Leisure,Business Class,Tokyo to Noumea,May 2023,5,5,5,4,4,,5,yes
3630,Aircalin,1,14th April 2023,FALSE,A320,Solo Leisure,Economy Class,Noumea to Auckland,April 2023,,,,,,,1,no
3631,Aircalin,1,9th April 2023,FALSE,A330-900 Neo,Couple Leisure,Business Class,Sydney to Noumea,April 2023,5,5,5,5,3,3,5,yes
3632,Aircalin,3,12th November 2022,TRUE,,Business,Economy Class,Noumea to Sydney,November 2022,2,4,4,1,3,1,2,no
3633,Aircalin,9,7th February 2019,TRUE,A320,Couple Leisure,Business Class,Melbourne to Nouméa,February 2019,4,5,5,4,2,,5,yes
3634,Aircalin,8,6th January 2019,TRUE,A330-200,Solo Leisure,Economy Class,Noumea to Tokyo,September 2018,4,4,4,4,5,4,4,yes
3635,Aircalin,4,21st November 2018,TRUE,,Family Leisure,Economy Class,Nadi to Noumea,November 2018,2,4,4,2,,,3,no
3636,Aircalin,8,11th November 2018,TRUE,A320-100,Solo Leisure,Economy Class,"Nadi, Fiji to Wallis Island, Wallis and Futuna",October 2018,4,4,,4,,,4,yes
3637,Aircalin,1,3rd August 2018,TRUE,,Couple Leisure,Economy Class,Noumea to Fiji,July 2018,1,1,,2,,,1,no
3638,Aircalin,1,6th July 2018,TRUE,,Family Leisure,Economy Class,Sydney to Noumea,July 2018,1,1,,1,,,1,no
3639,Aircalin,4,4th May 2016,FALSE,ATR-72,Couple Leisure,Economy Class,NOU to ILP,May 2016,2,2,,3,,,2,yes
3640,Aircalin,3,7th March 2016,FALSE,,Solo Leisure,Economy Class,MEL to NOU,January 2016,,,,1,,,4,no
3641,Aircalin,1,28th January 2016,FALSE,A330,Couple Leisure,Business Class,NRT to NOU,December 2015,5,5,5,5,5,,5,yes
3642,Aircalin,8,4th January 2016,FALSE,A330,Couple Leisure,Business Class,KIX to NOU,November 2015,4,5,4,2,,,4,yes
3643,Aircalin,6,30th December 2015,FALSE,,Couple Leisure,Economy Class,AKL to NOU,December 2015,2,4,3,3,,3,4,yes
3644,Aircalin,8,5th September 2015,FALSE,A320,Solo Leisure,Economy Class,Auckland to Noumea,August 2015,5,5,5,5,3,5,5,yes
3645,Aircalin,8,16th August 2015,FALSE,A320,Couple Leisure,Business Class,Sydney to Noumea,August 2015,4,5,5,4,2,,4,yes
3646,Aircalin,9,30th July 2015,FALSE,A330-200,Solo Leisure,Business Class,Manila to Noumea via Tokyo,June 2015,4,5,4,4,3,,5,yes
3647,Aircalin,8,18th June 2015,FALSE,Airbus A320,Solo Leisure,Economy Class,Melbourne to Noumea,April 2015,4,4,4,5,4,5,4,yes
3648,Aircalin,8,12th February 2014,FALSE,,,Economy Class,,,0,0,0,,0,,0,yes
3649,Aircalin,9,10th January 2014,FALSE,,,Economy Class,,,0,0,0,,0,,0,yes
3650,Aircalin,1,4th November 2013,FALSE,,,Economy Class,,,5,5,5,,5,,5,yes
3651,Aircalin,9,23rd October 2013,FALSE,,,Economy Class,,,5,5,5,,3,,4,yes
3652,Aircalin,8,12th August 2013,FALSE,,,Business Class,,,5,5,5,,3,,4,yes
3653,Aircalin,1,7th July 2013,FALSE,,,Economy Class,,,5,5,5,,5,,5,yes
3654,Aircalin,9,28th January 2013,FALSE,,,Business Class,,,4,5,5,,3,,5,yes
3655,Aircalin,3,3rd June 2008,FALSE,,,,,,,,,,,,,no
3656,Aircalin,2,12th May 2008,FALSE,,,,,,,,,,,,,no
3657,Aircalin,5,12th March 2008,FALSE,,,,,,,,,,,,,no
3658,Aircalin,4,20th December 2007,FALSE,,,,,,,,,,,,,no
3659,Aircalin,n,21st May 2007,FALSE,,,,,,,,,,,,,no
3660,Aircalin,n,26th February 2007,FALSE,,,,,,,,,,,,,no
3661,Aircalin,n,30th August 2005,FALSE,,,,,,,,,,,,,no
3662,Aircalin,n,2nd December 2004,FALSE,,,,,,,,,,,,,no
3663,Aircalin,n,5th September 2004,FALSE,,,,,,,,,,,,,no
3664,Aircalin,n,27th April 2004,FALSE,,,,,,,,,,,,,no
3665,Aircalin,n,24th April 2004,FALSE,,,,,,,,,,,,,no
3666,Aircalin,n,12th February 2004,FALSE,,,,,,,,,,,,,no
3667,Aircalin,n,21st October 2003,FALSE,,,,,,,,,,,,,no
3668,Aircalin,n,19th October 2003,FALSE,,,,,,,,,,,,,no
3669,Aircalin,n,21st September 2003,FALSE,,,,,,,,,,,,,no
3670,Airlink,1,13th July 2023,TRUE,,Family Leisure,Economy Class,Cape Town to Johannesburg,July 2023,5,5,5,3,,,3,yes
3671,Airlink,1,5th July 2023,FALSE,,Solo Leisure,Economy Class,Johannesburg to George,July 2023,4,5,5,5,,,5,yes
3672,Airlink,1,3rd July 2023,TRUE,,Solo Leisure,Economy Class,Johannesburg to Port Elizabeth,June 2023,4,5,5,5,4,4,5,yes
3673,Airlink,1,16th June 2023,TRUE,E190,Family Leisure,Economy Class,Johannesburg to Harare,May 2023,5,5,4,5,,,5,yes
3674,Airlink,1,29th May 2023,TRUE,,Business,Economy Class,Johanesburg to Maputo,January 2023,3,3,3,1,,,1,no
3675,Airlink,8,17th May 2023,FALSE,,Solo Leisure,Economy Class,Windhoek to Johannesburg,May 2023,3,3,4,5,3,,4,yes
3676,Airlink,1,15th May 2023,TRUE,,Solo Leisure,Economy Class,Kimberley to Cape Town,May 2023,5,5,5,5,,,4,yes
3677,Airlink,9,25th April 2023,TRUE,E190,Couple Leisure,Business Class,Maputo to Johannesburg,April 2023,5,5,4,4,,,3,yes
3678,Airlink,8,23rd April 2023,FALSE,,Couple Leisure,Economy Class,Johannesberg to Hoedspruit,April 2023,4,4,4,4,,,4,yes
3679,Airlink,1,21st April 2023,TRUE,CRJ 45,Solo Leisure,Economy Class,"""Cape Town to George""",April 2023,5,5,3,5,,,4,yes
3680,Airlink,7,26th March 2023,TRUE,Embraer E170,Solo Leisure,Economy Class,Harare to Johannesburg,March 2023,3,5,4,4,,,3,yes
3681,Airlink,1,10th March 2023,TRUE,,Couple Leisure,Economy Class,Cape Town to Walvis Bay,February 2023,3,4,2,1,1,,1,no
3682,Airlink,3,28th February 2023,TRUE,,Solo Leisure,Economy Class,Durban to Johannesburg,February 2023,3,5,1,1,,,2,no
3683,Airlink,1,18th February 2023,TRUE,E135,Solo Leisure,Economy Class,Johannesburg to Polokwane,February 2023,4,5,5,5,,,5,yes
3684,Airlink,1,10th February 2023,TRUE,,Solo Leisure,Economy Class,Cape Town to Kimberley,November 2022,3,,,1,,,1,no
3685,Airlink,2,2nd February 2023,TRUE,,Business,Economy Class,Polokwane to Cape Town via Johannesburg,January 2023,1,3,3,1,1,1,2,no
3686,Airlink,2,1st January 2023,TRUE,,Family Leisure,Economy Class,Durban to Johannesburg,December 2022,3,1,3,1,1,,2,no
3687,Airlink,1,20th November 2022,TRUE,Embraer 190,Solo Leisure,Economy Class,Cape Town to Windhoek,November 2022,4,5,5,5,,,5,yes
3688,Airlink,8,17th November 2022,TRUE,E190,Solo Leisure,Economy Class,Cape Town to Johannesburg,November 2022,3,4,4,5,,,4,yes
3689,Airlink,8,21st October 2022,TRUE,E190,Solo Leisure,Business Class,Windhoek to Johannesburg,October 2022,4,4,4,3,,,4,yes
3690,Airlink,1,27th September 2022,TRUE,,Business,Economy Class,Johannesburg to Bloemfontein,September 2022,2,3,,1,,,1,no
3691,Airlink,1,5th September 2022,FALSE,,Family Leisure,Economy Class,Cape Town to Johannesburg,September 2022,2,3,2,1,,,1,no
3692,Airlink,1,1st September 2022,TRUE,Embraer 190,Solo Leisure,Economy Class,Johannesburg to Cape Town,February 2022,5,5,5,5,3,,5,yes
3693,Airlink,1,9th August 2022,FALSE,,Couple Leisure,Economy Class,Johannesburg to George,June 2022,4,5,5,5,,,5,yes
3694,Airlink,1,1st August 2022,TRUE,E190,Couple Leisure,Economy Class,Windhoek to Cape Town,August 2022,5,5,5,5,,,5,yes
3695,Airlink,1,16th July 2022,FALSE,,Business,Economy Class,Cape Town to Johannesburg,July 2022,1,1,3,1,3,3,4,no
3696,Airlink,1,14th July 2022,FALSE,,Family Leisure,Economy Class,Johannesburg to George,July 2022,,,,,,,1,no
3697,Airlink,9,21st April 2022,FALSE,,Solo Leisure,Economy Class,Nelspruit to Johannesburg via Pretoria,April 2022,3,5,5,5,,,5,yes
3698,Airlink,1,10th April 2022,TRUE,E190,Couple Leisure,Economy Class,Johannesburg to George,April 2022,1,1,,1,,,1,no
3699,Airlink,1,4th April 2022,FALSE,,Couple Leisure,Economy Class,Johannesburg to Hoedspruit,March 2022,1,1,,1,,,1,no
3700,Airlink,1,27th March 2022,TRUE,,Solo Leisure,Economy Class,Johannesburg to Luanda,February 2022,,,,1,,,1,no
3701,Airlink,1,25th February 2022,TRUE,,Family Leisure,Economy Class,Johannesburg to Port Elizabeth,December 2021,1,1,,1,,,1,no
3702,Airlink,2,18th December 2021,FALSE,,Family Leisure,Economy Class,Nelspruit to Cape Town,December 2021,,,,,,,1,no
